theta,phi,meta_energy,para_energy,ortho_energy,ortho_minus_meta_kcalmol,para_minus_meta_kcalmol
156.5217390000,250.4347830000,-3007.7904864103,-3007.7980891721,-3007.7956261760,-3.2252517076,-4.7708050575
156.5217390000,266.0869570000,-3007.7963771452,-3007.8071179581,-3007.7945739775,1.1315048385,-6.7399618397
156.5217390000,281.7391300000,-3007.8043082686,-3007.8164743733,-3007.7953710321,5.6082006031,-7.6343459292
156.5217390000,297.3913040000,-3007.8131215929,-3007.8254732809,-3007.7978782736,9.5653272985,-7.7508012406
156.5217390000,313.0434780000,-3007.8215746397,-3007.8334170783,-3007.8017350809,12.4495111085,-7.4312424295
156.5217390000,328.6956520000,-3007.8286425805,-3007.8396344285,-3007.8064728978,13.9116859836,-6.8974887274
156.5217390000,344.3478260000,-3007.8337776771,-3007.8435598088,-3007.8116537372,13.8829819104,-6.1383803085
156.5217390000,360.0000000000,-3007.8369878015,-3007.8448315947,-3007.8169380739,12.5813940169,-4.9220545129
164.3478260000,0.0000000000,-3007.8334892868,-3007.8365856915,-3007.8183233342,9.5167788872,-1.9430233182
164.3478260000,15.6521740000,-3007.8354923498,-3007.8356204953,-3007.8220812036,8.4156213421,-0.0804124829
164.3478260000,31.3043480000,-3007.8366177521,-3007.8328712979,-3007.8255100693,6.9701761663,2.3509354762
164.3478260000,46.9565220000,-3007.8370008753,-3007.8285957292,-3007.8283875312,5.4049550721,5.2743088089
164.3478260000,62.6086960000,-3007.8366802810,-3007.8231591141,-3007.8305056135,3.8746623241,8.4846603161
164.3478260000,78.2608700000,-3007.8355799150,-3007.8169868845,-3007.8316940812,2.4383974781,11.6673027850
164.3478260000,93.9130430000,-3007.8335548896,-3007.8105273917,-3007.8318502532,1.0696754903,14.4499731344
164.3478260000,109.5652170000,-3007.8304803504,-3007.8042284538,-3007.8309595619,-0.3007097975,16.4733138241
164.3478260000,125.2173910000,-3007.8263479695,-3007.7985205295,-3007.8290969368,-1.7250030157,17.4619822739
164.3478260000,140.8695650000,-3007.8213324471,-3007.7937970576,-3007.8264087502,-3.1854282996,17.2787177652
164.3478260000,156.5217390000,-3007.8158038942,-3007.7903903361,-3007.8230858298,-4.5694836217,15.9472484451
164.3478260000,172.1739130000,-3007.8102856374,-3007.7885471043,-3007.8193439186,-5.6841572529,13.6411354455
164.3478260000,187.8260870000,-3007.8053761881,-3007.7884092312,-3007.8154182040,-6.3014601600,10.6469262019
164.3478260000,203.4782610000,-3007.8016572279,-3007.7900017473,-3007.8115713404,-6.2211995699,7.3139245041
164.3478260000,219.1304350000,-3007.7996022746,-3007.7932275659,-3007.8080956071,-5.3296465863,4.0001901035
164.3478260000,234.7826090000,-3007.7994983884,-3007.7978696902,-3007.8052948215,-3.6373167011,1.0220235623
164.3478260000,250.4347830000,-3007.8013867142,-3007.8036034051,-3007.8034428714,-1.2902581817,-1.3909945943
164.3478260000,266.0869570000,-3007.8050421308,-3007.8100183633,-3007.8027318276,1.4497372013,-3.1226329928
164.3478260000,281.7391300000,-3007.8099991832,-3007.8166466856,-3007.8032300847,4.2476734660,-4.1713706795
164.3478260000,297.3913040000,-3007.8156311382,-3007.8229927541,-3007.8048698737,6.7527954276,-4.6194837392
164.3478260000,313.0434780000,-3007.8212686675,-3007.8285640373,-3007.8074655173,8.6616075627,-4.5779136734
164.3478260000,328.6956520000,-3007.8263360686,-3007.8329083370,-3007.8107583102,9.7751909909,-4.1241607015
164.3478260000,344.3478260000,-3007.8304560701,-3007.8356596792,-3007.8144670451,10.0332646912,-3.2653139874
164.3478260000,360.0000000000,-3007.8334892868,-3007.8365856915,-3007.8183233343,9.5167788838,-1.9430233208
172.1739130000,0.0000000000,-3007.8284602250,-3007.8260173143,-3007.8191459132,5.8448189518,1.5329496409
172.1739130000,15.6521740000,-3007.8298538133,-3007.8255537185,-3007.8211436453,5.4657129390,2.6983502474
172.1739130000,31.3043480000,-3007.8307010029,-3007.8241799550,-3007.8229653152,4.8542173384,4.0920193444
172.1739130000,46.9565220000,-3007.8309920291,-3007.8220094208,-3007.8244838851,4.0839220455,5.6366718168
172.1739130000,62.6086960000,-3007.8307239382,-3007.8192139431,-3007.8255916300,3.2205720563,7.2226310176
172.1739130000,78.2608700000,-3007.8298958590,-3007.8160073633,-3007.8262078900,2.3142355384,8.7151626317
172.1739130000,93.9130430000,-3007.8285167657,-3007.8126275259,-3007.8262863953,1.3995785812,9.9706485475
172.1739130000,109.5652170000,-3007.8266219160,-3007.8093196038,-3007.8258200986,0.5031479923,10.8573648083
172.1739130000,125.2173910000,-3007.8242906544,-3007.8063202604,-3007.8248419624,-0.3459510017,11.2765924989
172.1739130000,140.8695650000,-3007.8216577245,-3007.8038430091,-3007.8234213991,-1.1067225493,11.1789026788
172.1739130000,156.5217390000,-3007.8189121455,-3007.8020647044,-3007.8216590038,-1.7236795982,10.5719289232
172.1739130000,172.1739130000,-3007.8162847264,-3007.8011138217,-3007.8196783027,-2.1295012694,9.5198864339
172.1739130000,187.8260870000,-3007.8140200440,-3007.8010613746,-3007.8176198662,-2.2589225541,8.1316877979
172.1739130000,203.4782610000,-3007.8123463520,-3007.8019153004,-3007.8156340770,-2.0630785976,6.5455836623
172.1739130000,219.1304350000,-3007.8114426309,-3007.8036187883,-3007.8138723528,-1.5246735314,4.9095353630
172.1739130000,234.7826090000,-3007.8114110472,-3007.8060529932,-3007.8124754550,-0.6679259786,3.3622296828
172.1739130000,250.4347830000,-3007.8122595219,-3007.8090441683,-3007.8115594439,0.4393055488,2.0176648398
172.1739130000,266.0869570000,-3007.8138983493,-3007.8123750231,-3007.8112018440,1.6920825994,0.9559015987
172.1739130000,281.7391300000,-3007.8161526600,-3007.8157995595,-3007.8114315806,2.9625220742,0.2215739464
172.1739130000,297.3913040000,-3007.8187893491,-3007.8190604887,-3007.8122257832,4.1186997803,-0.1701426847
172.1739130000,313.0434780000,-3007.8215534133,-3007.8219085679,-3007.8135132885,5.0452544964,-0.2228628895
172.1739130000,328.6956520000,-3007.8242055915,-3007.8241224576,-3007.8151860284,5.6598612744,0.0521673157
172.1739130000,344.3478260000,-3007.8265525718,-3007.8255285709,-3007.8171115603,5.9243241808,0.6425702608
172.1739130000,360.0000000000,-3007.8284602250,-3007.8260173143,-3007.8191459132,5.8448189521,1.5329496421
180.0000000000,0.0000000000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220021,5.2220002973
180.0000000000,15.6521740000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338219984,5.2220002959
180.0000000000,31.3043480000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220027,5.2220002967
180.0000000000,46.9565220000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220010,5.2220002959
180.0000000000,62.6086960000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338219987,5.2220002939
180.0000000000,78.2608700000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220027,5.2220002984
180.0000000000,93.9130430000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220001,5.2220002961
180.0000000000,109.5652170000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220013,5.2220002973
180.0000000000,125.2173910000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220007,5.2220002976
180.0000000000,140.8695650000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220016,5.2220002984
180.0000000000,156.5217390000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220016,5.2220002959
180.0000000000,172.1739130000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220027,5.2220002981
180.0000000000,187.8260870000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220013,5.2220002959
180.0000000000,203.4782610000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220036,5.2220002987
180.0000000000,219.1304350000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220019,5.2220002973
180.0000000000,234.7826090000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220024,5.2220002973
180.0000000000,250.4347830000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220010,5.2220002967
180.0000000000,266.0869570000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220021,5.2220002967
180.0000000000,281.7391300000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220016,5.2220002976
180.0000000000,297.3913040000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220016,5.2220002990
180.0000000000,313.0434780000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338219990,5.2220002973
180.0000000000,328.6956520000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220016,5.2220002961
180.0000000000,344.3478260000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220013,5.2220002981
180.0000000000,360.0000000000,-3007.8221886998,-3007.8138669126,-3007.8192663184,1.8338220013,5.2220002961
